-1.8965651988983154	-1.3296006917953491	-1.9103010892868042	-1.7924015522003174	-2.303034782409668	-2.169907808303833	-2.871830463409424
-4.070459842681885	-2.981630563735962	-0.17404170334339142	-3.368034839630127	-3.816112995147705	-3.7440555095672607	-4.43710994720459
-3.1745405197143555	-1.687444806098938	-0.7333773970603943	-1.6424634456634521	-2.9978020191192627	-3.300049304962158	-4.37166166305542
-4.791091442108154	-3.2708206176757812	-0.09015707671642303	-4.157349109649658	-4.480379104614258	-4.662353038787842	-5.651747226715088
-3.623556613922119	-2.6062870025634766	-0.3261438310146332	-3.163515567779541	-3.8978517055511475	-2.4620771408081055	-3.507124900817871
-1.5387120246887207	-2.461458921432495	-2.1995468139648438	-2.14561128616333	-2.1060571670532227	-1.5935609340667725	-1.9155237674713135
-4.421736240386963	-3.294701337814331	-0.14778128266334534	-3.7353203296661377	-4.376297950744629	-3.2110815048217773	-4.462160587310791
-5.172567367553711	-3.638399362564087	-0.09141423553228378	-3.9925434589385986	-4.648698806762695	-3.7957332134246826	-5.317970275878906
-4.154893398284912	-2.7042455673217773	-0.22156435251235962	-3.4640841484069824	-4.11942195892334	-2.930676221847534	-4.185747146606445
-3.370626211166382	-2.596635341644287	-0.2501986622810364	-3.077028512954712	-3.823845624923706	-3.409712314605713	-4.467881202697754
-5.707451343536377	-3.5675952434539795	-0.04863990470767021	-5.256761074066162	-5.827307224273682	-5.058820724487305	-6.557106971740723
-5.187990188598633	-3.73305606842041	-0.06830210983753204	-4.325928688049316	-4.993252754211426	-4.343414783477783	-5.648731231689453
-5.187990188598633	-3.73305606842041	-0.06830210983753204	-4.325928688049316	-4.993252754211426	-4.343414783477783	-5.648731231689453
-4.869918346405029	-3.400820732116699	-0.0968804731965065	-3.556537628173828	-4.62238073348999	-4.608243465423584	-5.815993785858154
-2.7928993701934814	-1.5441725254058838	-0.7618243098258972	-2.7922303676605225	-2.9479517936706543	-2.2879815101623535	-3.140721559524536
-4.958636283874512	-2.9932913780212402	-0.16677559912204742	-3.047867774963379	-4.602187156677246	-3.403059720993042	-5.166509628295898
-4.09304666519165	-2.6752233505249023	-0.46447330713272095	-1.6257307529449463	-3.55741024017334	-2.9785780906677246	-4.624487400054932
-3.8447952270507812	-2.854008197784424	-0.2058352530002594	-3.0950522422790527	-4.68241024017334	-3.168569564819336	-4.562488555908203
-3.4399020671844482	-1.7164548635482788	-0.48198357224464417	-2.8094096183776855	-3.4687130451202393	-2.841921091079712	-3.8650662899017334
-4.507828712463379	-3.360381841659546	-0.13967806100845337	-3.767876625061035	-4.4847235679626465	-3.2447845935821533	-4.486540794372559
-3.3338370323181152	-1.736523151397705	-1.6993488073349	-0.8054858446121216	-2.3299055099487305	-2.9500112533569336	-4.722277641296387
-2.151076316833496	-2.1600441932678223	-0.8030780553817749	-2.752678394317627	-2.8316659927368164	-2.2067718505859375	-2.4344472885131836
-3.6271400451660156	-2.6296863555908203	-0.2651015520095825	-3.2391486167907715	-3.509732246398926	-3.0927515029907227	-3.9271492958068848
-4.233233451843262	-2.892765522003174	-0.1501244455575943	-3.689081907272339	-4.0979180335998535	-3.900874137878418	-4.873760223388672
-1.901757836341858	-2.134427785873413	-1.071800708770752	-2.7476553916931152	-3.146052837371826	-1.7377903461456299	-2.2350924015045166
-2.742830276489258	-0.8736142516136169	-1.1655290126800537	-2.9913806915283203	-3.0153563022613525	-2.607607841491699	-3.3974857330322266
-4.244256019592285	-3.03755259513855	-0.1927642524242401	-3.34592604637146	-4.264771461486816	-2.9916045665740967	-4.30242919921875
-3.2056009769439697	-1.208695650100708	-0.5807241797447205	-3.393101215362549	-4.050535678863525	-3.3233327865600586	-4.2449774742126465
-3.9314723014831543	-2.746894359588623	-0.20344871282577515	-3.963963747024536	-4.337958812713623	-2.855330467224121	-4.532027721405029
-5.11736536026001	-3.731532335281372	-0.07315969467163086	-4.338069915771484	-4.815033912658691	-4.133797645568848	-5.681297302246094
-5.858096599578857	-4.096057891845703	-0.03663404658436775	-5.1544880867004395	-5.529148578643799	-5.2744011878967285	-6.429934978485107
-5.365025997161865	-4.18700647354126	-0.042699314653873444	-4.607318878173828	-5.239525318145752	-5.409331798553467	-6.130419731140137
-3.752842664718628	-1.555812120437622	-0.35369473695755005	-4.00488805770874	-4.2643632888793945	-3.811033248901367	-4.707281589508057
-1.5734953880310059	-2.2608978748321533	-1.8766733407974243	-1.6911802291870117	-2.29606556892395	-1.8214536905288696	-2.423860549926758
-4.024071216583252	-3.2906181812286377	-0.1355881541967392	-3.897510051727295	-4.150954723358154	-4.0048699378967285	-4.050212383270264
-3.556149959564209	-1.6314393281936646	-0.37238776683807373	-3.771897315979004	-4.439923286437988	-3.1786746978759766	-4.578462600708008
-5.317236423492432	-3.742671012878418	-0.06249275058507919	-4.510506629943848	-5.137072563171387	-4.423516273498535	-5.768864154815674
-4.545459270477295	-2.825347661972046	-0.18180151283740997	-3.2358808517456055	-4.384250640869141	-3.3135344982147217	-4.810373783111572
-3.374460220336914	-2.3910880088806152	-0.34649384021759033	-2.511653423309326	-3.2026681900024414	-3.5104265213012695	-4.173478603363037
-3.835787534713745	-2.9774789810180664	-0.21398133039474487	-3.5308115482330322	-3.996391534805298	-2.9040961265563965	-4.035894393920898
-3.598176956176758	-2.7140085697174072	-0.2372279018163681	-3.4193427562713623	-3.683067798614502	-3.1524198055267334	-4.079491138458252
-3.76589035987854	-2.4695425033569336	-0.2613082230091095	-3.616734027862549	-4.031182765960693	-2.9280266761779785	-3.727212429046631
-6.576425552368164	-4.661067008972168	-0.02024802565574646	-5.3444952964782715	-6.4567413330078125	-6.120734691619873	-7.332118988037109
-4.19665002822876	-2.4421284198760986	-0.3432719111442566	-2.265967845916748	-3.7683424949645996	-2.9788780212402344	-4.522342681884766
-4.633379936218262	-3.222368001937866	-0.11425469070672989	-3.969181776046753	-4.512725353240967	-3.825918436050415	-5.0010223388671875
-4.197885036468506	-2.7920546531677246	-0.18521271646022797	-3.5775983333587646	-3.826139450073242	-3.3826212882995605	-4.704399108886719
-5.026008605957031	-3.4330804347991943	-0.07978928834199905	-4.296328544616699	-4.8718414306640625	-4.3516316413879395	-5.6066575050354
-4.187161445617676	-2.74412202835083	-0.1789036989212036	-3.554874897003174	-3.9638328552246094	-3.621802806854248	-4.604168891906738
